Date received,Product,Sub-product,Issue,Sub-issue,Consumer Complaint,Company Public Response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date Sent to Company,Company Response to Consumer,Timely response?,Consumer disputed?,Complaint ID
8/18/14,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"PENNYMAC LOAN SERVICES, LLC.",CA,96037,,N/A,Web,8/21/14,Closed with explanation,Yes,No,989005
01/06/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,"equifax is report a acct that on XX/XX/2016, on XXXX i dont live there",,"EQUIFAX, INC.",TX,763XX,,Consent provided,Web,01/06/2017,Closed with explanation,Yes,No,2278442
11/06/2012,Bank account or service,Checking account,Deposits and withdrawals,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,22152,,N/A,Web,11/09/2012,Closed with monetary relief,Yes,Yes,185120
02/05/2014,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,,,"Dynamic Recovery Solutions, LLC",OH,44140,,N/A,Referral,02/10/2014,Closed with explanation,Yes,No,705888
5/18/15,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PHH Mortgage Services Corporation,NC,28607,,N/A,Referral,5/20/15,Closed with explanation,Yes,No,1382375
7/18/16,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,GA,30039,,N/A,Referral,7/19/16,Closed with explanation,Yes,No,2016436
09/02/2015,Credit card,,Bankruptcy,,"Dear Sir/Madam, We are XXXX XXXX and XXXX XXXX XXXX. 
XXXX XXXX charged our XXXX XXXX credit card XXXX amounts of {$1400.00}, altogether was {$2800.00} without our consent. The story was : On XXXX XXXX, 2015, We used our XXXX XXXX credit card booked and paid for XXXX round trip tickets from XXXX to XXXX for {$1000.00} each through XXXX. 
The round trip ticket shows, we fly with XXXX from XXXX to XXXX and fly back by XXXX XXXX. 
On XXXX/XXXX/2015, We boarded and flied with XXXX was fine. The return trip on XXXX/XXXX/2015 with XXXX XXXX which check-in and boarding was smoothly, they DID NOT said any thing wrong with our tickets. until we checked our XXXX credit card statement. We found out XXXX UNAUTHORIZED charges of of {$1400.00} each, altogether is {$2800.00} by XXXX on the date we flew back from XXXX to XXXX on XXXX/XXXX/2015. These return trips were included in our PAID round-trip tickets. Why they charged us again for the trip we already paid for. 
First We called XXXX XXXX to complain about XXXX unauthorized charges, they said we need to contact XXXX XXXX to solve these problems, which We did. 
After weeks of complain with XXXX XXXX, on XXXX XXXX, 2015, they only credited us XXXX of {$530.00} XXXX Refunded XXXX money of round trip ticket? XXXX. We think the XXXX credits of {$530.00} were NOT the right amounts which XXXX unauthorized XXXX charge of {$1400.00} each, still {$1800.00} short. 
On XXXX XXXX, 2015, We sent registered mail to XXXX XXXX to complaint about their credits to us were NOT right amounts, but they replied "" Was unable to obtain credit to our account ''. These were really unfair practice of Bank of America to their customers. PLEASE help us to get back our hard working and saving money back. 
Thanks for your reading time and helps. 

Sincerely. 

XXXX XXXX and XXXX XXXX XXXX",Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",PA,176XX,,Consent provided,Web,09/02/2015,Closed with non-monetary relief,Yes,No,1549716
9/16/16,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,AES/PHEAA,LA,70056,,Consent not provided,Web,9/16/16,Closed with explanation,Yes,Yes,2115444
2/15/17,Credit reporting,,Incorrect information on credit report,Account terms,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,31210,,N/A,Postal mail,2/21/17,Closed with explanation,Yes,No,2345839
11/30/14,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,"AMERIPRO FUNDING, INC.",TX,78748,Older American,N/A,Web,11/30/14,Closed with explanation,Yes,Yes,1136118
6/20/14,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"EQUIFAX, INC.",GA,30082,,N/A,Web,6/26/14,Closed with explanation,Yes,No,903402
5/13/15,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"Our original loan was through XXXX. We went to them to re modify our loan or get the interest lowered and were told by the finance manager in order to prove that we can not pay the mortgage, we had to stop paying for 6 months. Long story short, we did and then they would n't consider re modification due to our credit being "" bad '' from not paying our mortgage. 
Our loan was sold to Green Tree servicing and we have been trying unsuccessfully for almost 4 years to work with them to modify our loan. We were told by them that we pre qualified & to fill out the package & get it back to them. The first package I had missed a document and sent expedited it. They said they had n't received any of the documents & sent out another package to fill out. This happened 4 times & each time we sent them certified & we had recieved the post card back with a representative from Green Tree signing & recieving the package. They kept sending us letters saying they had n't recieved the documents & giving us a Case manager to call. When you call the number provided, you do not get that person as this is nothing less than a call center. We have asked to speak with a supervisor on many occasions & they just read the same from the computer the employee did. They had harassed my husband on his cell phone at work repeatedly that we finally changed his number. Then they started harassing me on my phone asking for him. In XXXX it is against the law to talk on your cell phone while driving and he had told them to call him after he got off work. they were calling our house up to XXXX and would start as early as XXXX. On XXXX XXXX I faxed over the entire packet once again from XXXX at a cost of {$38.00}. I have the notice of receipt. They still said they did n't receive it. We have had many auction dates and the next one is next Friday XXXX XXXX, XXXX. We were told to file bankruptcy in order to save our home and it did n't work since they have assessed another {$50000.00} dollars on top of our original loan, so unfortunately the judge had to accept the Trustees documents due to the fact that people are upside down in the housing market & our tax statement shows way less than what we owe so it looks like we do n't have any equity in our home. During the last short sale we found out we have a frivilous lien against our home from XXXX XXXX Atty in Oregon. We included it in our bankruptcy. After contacting the Oregon Bar Assoc, He has been warned several times for his illegal handlings of his case.Now they have assessed more on top of that. Our little XXXX ft XXXX bedroom home is only worth XXXX and Green Tree Servicing has turned down 3 short sale offers, And continues to change our auction date, from month to month. We have literally packed up our entire belongings except our beds and dressers because we have no idea when it will go to auction. I became XXXX in XXXX and this is what started all of this, going from XXXX incomes to XXXX. We have tried to explain this several times and it falls on deaf ears. I have had XXXX since XXXX of XXXX. This has created so much stress on my husband and I that it has caused health issues. I was recently XXXX because of everything we have gone through to save our home. My husband is also XXXX and goes to work, comes home and completely shuts down. We have worked very hard all of our lives, to now living out of boxes not knowing when our home will be auctioned. We have owned this home since XXXX and have put our blood, sweat and tears and are still trying everything we can to save it. Green Tree Servicing has refused to assist in any manner to offer solutions or work with us regarding our home. We just continue to get threatening letters from them that since we have refused to complete all documents or the short sale will not be processed the new auction date is ... ..",,Ditech Financial LLC,WA,983XX,,Consent provided,Web,5/13/15,Closed with explanation,Yes,Yes,1374430
9/28/16,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"I disagree with the original response Re : Case # : XXXX, re disputed with no response, how can one statement showing XXXX min payment of {$1900.00} owed validate an account that is against me. I have rights to, where is the initial contract, the validation of when the last payment was made on this account etc. I do not agree with this copy of one statement in court can validate an account. If fraud happen and you provided one statement this does n't help any of the parties. Your response I do not agree with and your company has failed to provide me validation.",,ENCORE CAPITAL GROUP INC.,FL,333XX,,Consent provided,Web,9/28/16,Closed with explanation,Yes,No,2135364
12/20/13,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,WELLS FARGO & COMPANY,OH,43207,,N/A,Web,12/26/13,Closed with non-monetary relief,Yes,Yes,642145
02/01/2017,Bank account or service,Checking account,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,OR,97219,,N/A,Referral,02/06/2017,Closed with explanation,Yes,No,2322843
07/05/2013,Credit card,,Late fee,,,,"CITIBANK, N.A.",MN,55128,,N/A,Web,07/04/2013,Closed with explanation,Yes,No,449848
1/24/17,Credit card,,Credit line increase/decrease,,,,JPMORGAN CHASE & CO.,OH,43055,,Consent not provided,Web,1/24/17,Closed with explanation,Yes,Yes,2305159
10/30/15,Credit card,,Advertising and marketing,,"I PURCHASED A LOVESEAT FROM XXXX AND PUT DOWN {$130.00} ON THE FURNITURE AND FINANCED THE REMAINING. I RECEIVED A BILL FROM XXXX THRU SYNCHRONY BANK AND THE RETAILER DID NOT PUT THE {$130.00} TOWARDS THE PURCHASE AND CHARGED ME FOR THE FULL AMOUNT. THE {$130.00} WAS NOT SHOWN ON THE BILL AND THEY BOTH CLAIM SEPARATE FUNDS WHICH THEY DID NOT EXPLAIN AT THE TIME OF PURCHASE. I FIND THIS VERY DISTURBING AS EVERY ONE OF THESE CREDIT CARD COMPANIES CLAIM SEPARATE MONIES TOWARD THE SAME BILL. 

ANOTHER CREDIT CARD COMPANY XXXX SENDS YOU A CREDIT CARD AND THEN A WEEK LATER SEND YOU INFORMATION ON THE CHARGES INVOLVED AND START SENDING YOU BILLS AFTER YOU HAVE CANCELED THE CARD. 

THIS IS NOT A ISOLATED ISSUE AND I STRONGLY FEEL THAT THESE ENTITIES ARE SCAMMING PEOPLE AND I HAVE ALREADY CONTACTED THE MEDIA ON ONE ISSUE AND I WANT THESE SCAMS TO STOP AND I WANT IT TO BE PUBLICLY OUT THERE TO WATCH FOR THESE SCAM ARTISTS. 

THE CREDIT CARD COMPANIES AND THE BANKS ARE STEALING MONEY FROM PEOPLE AND THEN TELLING THEM AFTER THE FACT AND I 'M SURE IN SOME INSTANCES PEOPLE DO NOT EXPECT THIS AND USE THE CARDS AND THEN GET STUCK WITH ALL KINDS OF BOGUS CHARGES. THIS NEEDS TO STOP.",,SYNCHRONY FINANCIAL,TX,761XX,Older American,Consent provided,Web,10/30/15,Closed with explanation,Yes,No,1632756
